"","Periodo","Sexo","Municipios","value"
"5368","2004","Total","26086 Ledesma de la Cogolla",23
"5369","2003","Total","26086 Ledesma de la Cogolla",21
"5370","2002","Total","26086 Ledesma de la Cogolla",21
"5371","2001","Total","26086 Ledesma de la Cogolla",21
"5372","2000","Total","26086 Ledesma de la Cogolla",21
"5373","1999","Total","26086 Ledesma de la Cogolla",20
"5374","1998","Total","26086 Ledesma de la Cogolla",21
"5375","1997","Total","26086 Ledesma de la Cogolla",NA
"5376","1996","Total","26086 Ledesma de la Cogolla",20
"5377","2016","Hombres","26086 Ledesma de la Cogolla",12
"5378","2015","Hombres","26086 Ledesma de la Cogolla",13
"5379","2014","Hombres","26086 Ledesma de la Cogolla",14
"5380","2013","Hombres","26086 Ledesma de la Cogolla",14
"5381","2012","Hombres","26086 Ledesma de la Cogolla",14
"5382","2011","Hombres","26086 Ledesma de la Cogolla",15
"5383","2010","Hombres","26086 Ledesma de la Cogolla",13
"5384","2009","Hombres","26086 Ledesma de la Cogolla",15
"5385","2008","Hombres","26086 Ledesma de la Cogolla",15
"5386","2007","Hombres","26086 Ledesma de la Cogolla",16
"5387","2006","Hombres","26086 Ledesma de la Cogolla",17
"5388","2005","Hombres","26086 Ledesma de la Cogolla",15
"5389","2004","Hombres","26086 Ledesma de la Cogolla",16
"5390","2003","Hombres","26086 Ledesma de la Cogolla",15
"5391","2002","Hombres","26086 Ledesma de la Cogolla",15
"5392","2001","Hombres","26086 Ledesma de la Cogolla",15
"5393","2000","Hombres","26086 Ledesma de la Cogolla",15
"5394","1999","Hombres","26086 Ledesma de la Cogolla",14
"5395","1998","Hombres","26086 Ledesma de la Cogolla",14
"5396","1997","Hombres","26086 Ledesma de la Cogolla",NA
"5397","1996","Hombres","26086 Ledesma de la Cogolla",13
"5398","2016","Mujeres","26086 Ledesma de la Cogolla",4
"5399","2015","Mujeres","26086 Ledesma de la Cogolla",5
"5400","2014","Mujeres","26086 Ledesma de la Cogolla",5
"5401","2013","Mujeres","26086 Ledesma de la Cogolla",5
"5402","2012","Mujeres","26086 Ledesma de la Cogolla",5
"5403","2011","Mujeres","26086 Ledesma de la Cogolla",7
"5404","2010","Mujeres","26086 Ledesma de la Cogolla",8
"5405","2009","Mujeres","26086 Ledesma de la Cogolla",10
"5406","2008","Mujeres","26086 Ledesma de la Cogolla",12
"5407","2007","Mujeres","26086 Ledesma de la Cogolla",11
"5408","2006","Mujeres","26086 Ledesma de la Cogolla",10
"5409","2005","Mujeres","26086 Ledesma de la Cogolla",7
"5410","2004","Mujeres","26086 Ledesma de la Cogolla",7
"5411","2003","Mujeres","26086 Ledesma de la Cogolla",6
"5412","2002","Mujeres","26086 Ledesma de la Cogolla",6
"5413","2001","Mujeres","26086 Ledesma de la Cogolla",6
"5414","2000","Mujeres","26086 Ledesma de la Cogolla",6
"5415","1999","Mujeres","26086 Ledesma de la Cogolla",6
"5416","1998","Mujeres","26086 Ledesma de la Cogolla",7
"5417","1997","Mujeres","26086 Ledesma de la Cogolla",NA
"5418","1996","Mujeres","26086 Ledesma de la Cogolla",7
"5419","2016","Total","26087 Leiva",257
"5420","2015","Total","26087 Leiva",277
"5421","2014","Total","26087 Leiva",274
"5422","2013","Total","26087 Leiva",282
"5423","2012","Total","26087 Leiva",290
"5424","2011","Total","26087 Leiva",304
"5425","2010","Total","26087 Leiva",292
"5426","2009","Total","26087 Leiva",290
"5427","2008","Total","26087 Leiva",299
"5428","2007","Total","26087 Leiva",288
"5429","2006","Total","26087 Leiva",265
"5430","2005","Total","26087 Leiva",275
"5431","2004","Total","26087 Leiva",276
"5432","2003","Total","26087 Leiva",284
"5433","2002","Total","26087 Leiva",259
"5434","2001","Total","26087 Leiva",294
"5435","2000","Total","26087 Leiva",291
"5436","1999","Total","26087 Leiva",302
"5437","1998","Total","26087 Leiva",291
"5438","1997","Total","26087 Leiva",NA
"5439","1996","Total","26087 Leiva",315
"5440","2016","Hombres","26087 Leiva",130
"5441","2015","Hombres","26087 Leiva",142
"5442","2014","Hombres","26087 Leiva",142
"5443","2013","Hombres","26087 Leiva",147
"5444","2012","Hombres","26087 Leiva",150
"5445","2011","Hombres","26087 Leiva",158
"5446","2010","Hombres","26087 Leiva",152
"5447","2009","Hombres","26087 Leiva",147
"5448","2008","Hombres","26087 Leiva",151
"5449","2007","Hombres","26087 Leiva",139
"5450","2006","Hombres","26087 Leiva",132
"5451","2005","Hombres","26087 Leiva",140
"5452","2004","Hombres","26087 Leiva",139
"5453","2003","Hombres","26087 Leiva",143
"5454","2002","Hombres","26087 Leiva",128
"5455","2001","Hombres","26087 Leiva",166
"5456","2000","Hombres","26087 Leiva",143
"5457","1999","Hombres","26087 Leiva",149
"5458","1998","Hombres","26087 Leiva",140
"5459","1997","Hombres","26087 Leiva",NA
"5460","1996","Hombres","26087 Leiva",157
"5461","2016","Mujeres","26087 Leiva",127
"5462","2015","Mujeres","26087 Leiva",135
"5463","2014","Mujeres","26087 Leiva",132
"5464","2013","Mujeres","26087 Leiva",135
"5465","2012","Mujeres","26087 Leiva",140
"5466","2011","Mujeres","26087 Leiva",146
"5467","2010","Mujeres","26087 Leiva",140
"5468","2009","Mujeres","26087 Leiva",143
"5469","2008","Mujeres","26087 Leiva",148
"5470","2007","Mujeres","26087 Leiva",149
"5471","2006","Mujeres","26087 Leiva",133
"5472","2005","Mujeres","26087 Leiva",135
"5473","2004","Mujeres","26087 Leiva",137
"5474","2003","Mujeres","26087 Leiva",141
"5475","2002","Mujeres","26087 Leiva",131
"5476","2001","Mujeres","26087 Leiva",128
"5477","2000","Mujeres","26087 Leiva",148
"5478","1999","Mujeres","26087 Leiva",153
"5479","1998","Mujeres","26087 Leiva",151
"5480","1997","Mujeres","26087 Leiva",NA
"5481","1996","Mujeres","26087 Leiva",158
"5482","2016","Total","26088 Leza de Río Leza",39
"5483","2015","Total","26088 Leza de Río Leza",38
"5484","2014","Total","26088 Leza de Río Leza",41
"5485","2013","Total","26088 Leza de Río Leza",44
"5486","2012","Total","26088 Leza de Río Leza",50
"5487","2011","Total","26088 Leza de Río Leza",49
"5488","2010","Total","26088 Leza de Río Leza",52
"5489","2009","Total","26088 Leza de Río Leza",52
"5490","2008","Total","26088 Leza de Río Leza",52
"5491","2007","Total","26088 Leza de Río Leza",52
"5492","2006","Total","26088 Leza de Río Leza",40
"5493","2005","Total","26088 Leza de Río Leza",45
"5494","2004","Total","26088 Leza de Río Leza",49
"5495","2003","Total","26088 Leza de Río Leza",31
"5496","2002","Total","26088 Leza de Río Leza",26
"5497","2001","Total","26088 Leza de Río Leza",26
"5498","2000","Total","26088 Leza de Río Leza",28
"5499","1999","Total","26088 Leza de Río Leza",31
"5500","1998","Total","26088 Leza de Río Leza",33
"5501","1997","Total","26088 Leza de Río Leza",NA
"5502","1996","Total","26088 Leza de Río Leza",33
"5503","2016","Hombres","26088 Leza de Río Leza",23
"5504","2015","Hombres","26088 Leza de Río Leza",22
"5505","2014","Hombres","26088 Leza de Río Leza",24
"5506","2013","Hombres","26088 Leza de Río Leza",26
"5507","2012","Hombres","26088 Leza de Río Leza",28
"5508","2011","Hombres","26088 Leza de Río Leza",28
"5509","2010","Hombres","26088 Leza de Río Leza",31
"5510","2009","Hombres","26088 Leza de Río Leza",31
"5511","2008","Hombres","26088 Leza de Río Leza",28
"5512","2007","Hombres","26088 Leza de Río Leza",29
"5513","2006","Hombres","26088 Leza de Río Leza",22
"5514","2005","Hombres","26088 Leza de Río Leza",26
"5515","2004","Hombres","26088 Leza de Río Leza",27
"5516","2003","Hombres","26088 Leza de Río Leza",20
"5517","2002","Hombres","26088 Leza de Río Leza",17
"5518","2001","Hombres","26088 Leza de Río Leza",17
"5519","2000","Hombres","26088 Leza de Río Leza",19
"5520","1999","Hombres","26088 Leza de Río Leza",21
"5521","1998","Hombres","26088 Leza de Río Leza",22
"5522","1997","Hombres","26088 Leza de Río Leza",NA
"5523","1996","Hombres","26088 Leza de Río Leza",22
"5524","2016","Mujeres","26088 Leza de Río Leza",16
"5525","2015","Mujeres","26088 Leza de Río Leza",16
"5526","2014","Mujeres","26088 Leza de Río Leza",17
"5527","2013","Mujeres","26088 Leza de Río Leza",18
"5528","2012","Mujeres","26088 Leza de Río Leza",22
"5529","2011","Mujeres","26088 Leza de Río Leza",21
"5530","2010","Mujeres","26088 Leza de Río Leza",21
"5531","2009","Mujeres","26088 Leza de Río Leza",21
"5532","2008","Mujeres","26088 Leza de Río Leza",24
"5533","2007","Mujeres","26088 Leza de Río Leza",23
"5534","2006","Mujeres","26088 Leza de Río Leza",18
"5535","2005","Mujeres","26088 Leza de Río Leza",19
"5536","2004","Mujeres","26088 Leza de Río Leza",22
"5537","2003","Mujeres","26088 Leza de Río Leza",11
"5538","2002","Mujeres","26088 Leza de Río Leza",9
"5539","2001","Mujeres","26088 Leza de Río Leza",9
"5540","2000","Mujeres","26088 Leza de Río Leza",9
"5541","1999","Mujeres","26088 Leza de Río Leza",10
"5542","1998","Mujeres","26088 Leza de Río Leza",11
"5543","1997","Mujeres","26088 Leza de Río Leza",NA
"5544","1996","Mujeres","26088 Leza de Río Leza",11
"5545","2016","Total","26089 Logroño",150876
"5546","2015","Total","26089 Logroño",151344
"5547","2014","Total","26089 Logroño",151962
"5548","2013","Total","26089 Logroño",153066
"5549","2012","Total","26089 Logroño",153402
"5550","2011","Total","26089 Logroño",152641
"5551","2010","Total","26089 Logroño",152650
"5552","2009","Total","26089 Logroño",152107
"5553","2008","Total","26089 Logroño",150071
"5554","2007","Total","26089 Logroño",145866
"5555","2006","Total","26089 Logroño",147036
"5556","2005","Total","26089 Logroño",144935
"5557","2004","Total","26089 Logroño",141568
"5558","2003","Total","26089 Logroño",139615
"5559","2002","Total","26089 Logroño",136841
"5560","2001","Total","26089 Logroño",131655
"5561","2000","Total","26089 Logroño",128493
"5562","1999","Total","26089 Logroño",127093
"5563","1998","Total","26089 Logroño",125617
"5564","1997","Total","26089 Logroño",NA
"5565","1996","Total","26089 Logroño",123841
"5566","2016","Hombres","26089 Logroño",71766
"5567","2015","Hombres","26089 Logroño",72079
"5568","2014","Hombres","26089 Logroño",72621
"5569","2013","Hombres","26089 Logroño",73383
"5570","2012","Hombres","26089 Logroño",73829
"5571","2011","Hombres","26089 Logroño",73618
"5572","2010","Hombres","26089 Logroño",73891
"5573","2009","Hombres","26089 Logroño",73813
"5574","2008","Hombres","26089 Logroño",72776
"5575","2007","Hombres","26089 Logroño",70786
"5576","2006","Hombres","26089 Logroño",71617
"5577","2005","Hombres","26089 Logroño",70542
"5578","2004","Hombres","26089 Logroño",68643
"5579","2003","Hombres","26089 Logroño",67819
"5580","2002","Hombres","26089 Logroño",66285
"5581","2001","Hombres","26089 Logroño",63471
"5582","2000","Hombres","26089 Logroño",61723
"5583","1999","Hombres","26089 Logroño",61092
"5584","1998","Hombres","26089 Logroño",60344
"5585","1997","Hombres","26089 Logroño",NA
"5586","1996","Hombres","26089 Logroño",59526
"5587","2016","Mujeres","26089 Logroño",79110
"5588","2015","Mujeres","26089 Logroño",79265
"5589","2014","Mujeres","26089 Logroño",79341
"5590","2013","Mujeres","26089 Logroño",79683
"5591","2012","Mujeres","26089 Logroño",79573
"5592","2011","Mujeres","26089 Logroño",79023
"5593","2010","Mujeres","26089 Logroño",78759
"5594","2009","Mujeres","26089 Logroño",78294
"5595","2008","Mujeres","26089 Logroño",77295
"5596","2007","Mujeres","26089 Logroño",75080
"5597","2006","Mujeres","26089 Logroño",75419
"5598","2005","Mujeres","26089 Logroño",74393
"5599","2004","Mujeres","26089 Logroño",72925
"5600","2003","Mujeres","26089 Logroño",71796
"5601","2002","Mujeres","26089 Logroño",70556
"5602","2001","Mujeres","26089 Logroño",68184
"5603","2000","Mujeres","26089 Logroño",66770
"5604","1999","Mujeres","26089 Logroño",66001
"5605","1998","Mujeres","26089 Logroño",65273
"5606","1997","Mujeres","26089 Logroño",NA
"5607","1996","Mujeres","26089 Logroño",64315
"5608","2016","Total","26091 Lumbreras",169
"5609","2015","Total","26091 Lumbreras",163
"5610","2014","Total","26091 Lumbreras",163
"5611","2013","Total","26091 Lumbreras",159
"5612","2012","Total","26091 Lumbreras",164
"5613","2011","Total","26091 Lumbreras",175
"5614","2010","Total","26091 Lumbreras",164
"5615","2009","Total","26091 Lumbreras",164
"5616","2008","Total","26091 Lumbreras",164
"5617","2007","Total","26091 Lumbreras",164
"5618","2006","Total","26091 Lumbreras",121
"5619","2005","Total","26091 Lumbreras",134
"5620","2004","Total","26091 Lumbreras",140
"5621","2003","Total","26091 Lumbreras",152
"5622","2002","Total","26091 Lumbreras",156
"5623","2001","Total","26091 Lumbreras",157
"5624","2000","Total","26091 Lumbreras",156
"5625","1999","Total","26091 Lumbreras",158
"5626","1998","Total","26091 Lumbreras",173
"5627","1997","Total","26091 Lumbreras",NA
"5628","1996","Total","26091 Lumbreras",183
"5629","2016","Hombres","26091 Lumbreras",110
"5630","2015","Hombres","26091 Lumbreras",106
"5631","2014","Hombres","26091 Lumbreras",106
"5632","2013","Hombres","26091 Lumbreras",104
"5633","2012","Hombres","26091 Lumbreras",106
"5634","2011","Hombres","26091 Lumbreras",115
"5635","2010","Hombres","26091 Lumbreras",107
"5636","2009","Hombres","26091 Lumbreras",108
"5637","2008","Hombres","26091 Lumbreras",106
"5638","2007","Hombres","26091 Lumbreras",104
"5639","2006","Hombres","26091 Lumbreras",73
"5640","2005","Hombres","26091 Lumbreras",78
"5641","2004","Hombres","26091 Lumbreras",82
"5642","2003","Hombres","26091 Lumbreras",89
"5643","2002","Hombres","26091 Lumbreras",92
"5644","2001","Hombres","26091 Lumbreras",93
"5645","2000","Hombres","26091 Lumbreras",95
"5646","1999","Hombres","26091 Lumbreras",97
"5647","1998","Hombres","26091 Lumbreras",106
"5648","1997","Hombres","26091 Lumbreras",NA
"5649","1996","Hombres","26091 Lumbreras",112
"5650","2016","Mujeres","26091 Lumbreras",59
"5651","2015","Mujeres","26091 Lumbreras",57
"5652","2014","Mujeres","26091 Lumbreras",57
"5653","2013","Mujeres","26091 Lumbreras",55
"5654","2012","Mujeres","26091 Lumbreras",58
"5655","2011","Mujeres","26091 Lumbreras",60
"5656","2010","Mujeres","26091 Lumbreras",57
"5657","2009","Mujeres","26091 Lumbreras",56
"5658","2008","Mujeres","26091 Lumbreras",58
"5659","2007","Mujeres","26091 Lumbreras",60
"5660","2006","Mujeres","26091 Lumbreras",48
"5661","2005","Mujeres","26091 Lumbreras",56
"5662","2004","Mujeres","26091 Lumbreras",58
"5663","2003","Mujeres","26091 Lumbreras",63
"5664","2002","Mujeres","26091 Lumbreras",64
"5665","2001","Mujeres","26091 Lumbreras",64
"5666","2000","Mujeres","26091 Lumbreras",61
"5667","1999","Mujeres","26091 Lumbreras",61
"5668","1998","Mujeres","26091 Lumbreras",67
"5669","1997","Mujeres","26091 Lumbreras",NA
"5670","1996","Mujeres","26091 Lumbreras",71
"5671","2016","Total","26092 Manjarrés",115
"5672","2015","Total","26092 Manjarrés",117
"5673","2014","Total","26092 Manjarrés",115
"5674","2013","Total","26092 Manjarrés",118
"5675","2012","Total","26092 Manjarrés",141
"5676","2011","Total","26092 Manjarrés",152
"5677","2010","Total","26092 Manjarrés",152
"5678","2009","Total","26092 Manjarrés",148
"5679","2008","Total","26092 Manjarrés",149
"5680","2007","Total","26092 Manjarrés",155
"5681","2006","Total","26092 Manjarrés",151
"5682","2005","Total","26092 Manjarrés",133
"5683","2004","Total","26092 Manjarrés",130
"5684","2003","Total","26092 Manjarrés",133
"5685","2002","Total","26092 Manjarrés",137
"5686","2001","Total","26092 Manjarrés",140
"5687","2000","Total","26092 Manjarrés",142
"5688","1999","Total","26092 Manjarrés",142
"5689","1998","Total","26092 Manjarrés",148
"5690","1997","Total","26092 Manjarrés",NA
"5691","1996","Total","26092 Manjarrés",152
"5692","2016","Hombres","26092 Manjarrés",70
"5693","2015","Hombres","26092 Manjarrés",71
"5694","2014","Hombres","26092 Manjarrés",65
"5695","2013","Hombres","26092 Manjarrés",66
"5696","2012","Hombres","26092 Manjarrés",79
"5697","2011","Hombres","26092 Manjarrés",83
"5698","2010","Hombres","26092 Manjarrés",85
"5699","2009","Hombres","26092 Manjarrés",84
"5700","2008","Hombres","26092 Manjarrés",84
"5701","2007","Hombres","26092 Manjarrés",88
"5702","2006","Hombres","26092 Manjarrés",86
"5703","2005","Hombres","26092 Manjarrés",75
"5704","2004","Hombres","26092 Manjarrés",74
"5705","2003","Hombres","26092 Manjarrés",75
"5706","2002","Hombres","26092 Manjarrés",76
"5707","2001","Hombres","26092 Manjarrés",76
"5708","2000","Hombres","26092 Manjarrés",81
"5709","1999","Hombres","26092 Manjarrés",81
"5710","1998","Hombres","26092 Manjarrés",84
"5711","1997","Hombres","26092 Manjarrés",NA
"5712","1996","Hombres","26092 Manjarrés",86
"5713","2016","Mujeres","26092 Manjarrés",45
"5714","2015","Mujeres","26092 Manjarrés",46
"5715","2014","Mujeres","26092 Manjarrés",50
"5716","2013","Mujeres","26092 Manjarrés",52
"5717","2012","Mujeres","26092 Manjarrés",62
"5718","2011","Mujeres","26092 Manjarrés",69
"5719","2010","Mujeres","26092 Manjarrés",67
"5720","2009","Mujeres","26092 Manjarrés",64
"5721","2008","Mujeres","26092 Manjarrés",65
"5722","2007","Mujeres","26092 Manjarrés",67
"5723","2006","Mujeres","26092 Manjarrés",65
"5724","2005","Mujeres","26092 Manjarrés",58
"5725","2004","Mujeres","26092 Manjarrés",56
"5726","2003","Mujeres","26092 Manjarrés",58
"5727","2002","Mujeres","26092 Manjarrés",61
"5728","2001","Mujeres","26092 Manjarrés",64
"5729","2000","Mujeres","26092 Manjarrés",61
"5730","1999","Mujeres","26092 Manjarrés",61
"5731","1998","Mujeres","26092 Manjarrés",64
"5732","1997","Mujeres","26092 Manjarrés",NA
"5733","1996","Mujeres","26092 Manjarrés",66
"5734","2016","Total","26093 Mansilla de la Sierra",66
"5735","2015","Total","26093 Mansilla de la Sierra",71
"5736","2014","Total","26093 Mansilla de la Sierra",61
"5737","2013","Total","26093 Mansilla de la Sierra",68
"5738","2012","Total","26093 Mansilla de la Sierra",63
"5739","2011","Total","26093 Mansilla de la Sierra",70
