"","Edad..grupos.quinquenales.","Municipios","Sexo","value"
"14071","45-49","08116 Masies de Roda (Les)","Mujeres",21
"14072","50-54","08116 Masies de Roda (Les)","Mujeres",25
"14073","55-59","08116 Masies de Roda (Les)","Mujeres",16
"14074","60-64","08116 Masies de Roda (Les)","Mujeres",20
"14075","65-69","08116 Masies de Roda (Les)","Mujeres",17
"14076","70-74","08116 Masies de Roda (Les)","Mujeres",14
"14077","75-79","08116 Masies de Roda (Les)","Mujeres",16
"14078","80-84","08116 Masies de Roda (Les)","Mujeres",13
"14079","85 y más","08116 Masies de Roda (Les)","Mujeres",6
"14080","Total","08117 Masies de Voltregà (Les)","Mujeres",1485
"14081","0-4","08117 Masies de Voltregà (Les)","Mujeres",81
"14082","05-09","08117 Masies de Voltregà (Les)","Mujeres",65
"14083","10-14","08117 Masies de Voltregà (Les)","Mujeres",71
"14084","15-19","08117 Masies de Voltregà (Les)","Mujeres",82
"14085","20-24","08117 Masies de Voltregà (Les)","Mujeres",96
"14086","25-29","08117 Masies de Voltregà (Les)","Mujeres",127
"14087","30-34","08117 Masies de Voltregà (Les)","Mujeres",125
"14088","35-39","08117 Masies de Voltregà (Les)","Mujeres",123
"14089","40-44","08117 Masies de Voltregà (Les)","Mujeres",110
"14090","45-49","08117 Masies de Voltregà (Les)","Mujeres",120
"14091","50-54","08117 Masies de Voltregà (Les)","Mujeres",95
"14092","55-59","08117 Masies de Voltregà (Les)","Mujeres",67
"14093","60-64","08117 Masies de Voltregà (Les)","Mujeres",68
"14094","65-69","08117 Masies de Voltregà (Les)","Mujeres",69
"14095","70-74","08117 Masies de Voltregà (Les)","Mujeres",67
"14096","75-79","08117 Masies de Voltregà (Les)","Mujeres",59
"14097","80-84","08117 Masies de Voltregà (Les)","Mujeres",21
"14098","85 y más","08117 Masies de Voltregà (Les)","Mujeres",39
"14099","Total","08118 Masnou (El)","Mujeres",10929
"14100","0-4","08118 Masnou (El)","Mujeres",496
"14101","05-09","08118 Masnou (El)","Mujeres",519
"14102","10-14","08118 Masnou (El)","Mujeres",515
"14103","15-19","08118 Masnou (El)","Mujeres",565
"14104","20-24","08118 Masnou (El)","Mujeres",761
"14105","25-29","08118 Masnou (El)","Mujeres",939
"14106","30-34","08118 Masnou (El)","Mujeres",870
"14107","35-39","08118 Masnou (El)","Mujeres",910
"14108","40-44","08118 Masnou (El)","Mujeres",879
"14109","45-49","08118 Masnou (El)","Mujeres",838
"14110","50-54","08118 Masnou (El)","Mujeres",720
"14111","55-59","08118 Masnou (El)","Mujeres",591
"14112","60-64","08118 Masnou (El)","Mujeres",477
"14113","65-69","08118 Masnou (El)","Mujeres",473
"14114","70-74","08118 Masnou (El)","Mujeres",458
"14115","75-79","08118 Masnou (El)","Mujeres",354
"14116","80-84","08118 Masnou (El)","Mujeres",271
"14117","85 y más","08118 Masnou (El)","Mujeres",293
"14118","Total","08119 Masquefa","Mujeres",2793
"14119","0-4","08119 Masquefa","Mujeres",160
"14120","05-09","08119 Masquefa","Mujeres",153
"14121","10-14","08119 Masquefa","Mujeres",145
"14122","15-19","08119 Masquefa","Mujeres",149
"14123","20-24","08119 Masquefa","Mujeres",230
"14124","25-29","08119 Masquefa","Mujeres",257
"14125","30-34","08119 Masquefa","Mujeres",304
"14126","35-39","08119 Masquefa","Mujeres",248
"14127","40-44","08119 Masquefa","Mujeres",193
"14128","45-49","08119 Masquefa","Mujeres",167
"14129","50-54","08119 Masquefa","Mujeres",168
"14130","55-59","08119 Masquefa","Mujeres",129
"14131","60-64","08119 Masquefa","Mujeres",101
"14132","65-69","08119 Masquefa","Mujeres",126
"14133","70-74","08119 Masquefa","Mujeres",88
"14134","75-79","08119 Masquefa","Mujeres",72
"14135","80-84","08119 Masquefa","Mujeres",61
"14136","85 y más","08119 Masquefa","Mujeres",42
"14137","Total","08120 Matadepera","Mujeres",3671
"14138","0-4","08120 Matadepera","Mujeres",210
"14139","05-09","08120 Matadepera","Mujeres",235
"14140","10-14","08120 Matadepera","Mujeres",230
"14141","15-19","08120 Matadepera","Mujeres",238
"14142","20-24","08120 Matadepera","Mujeres",231
"14143","25-29","08120 Matadepera","Mujeres",254
"14144","30-34","08120 Matadepera","Mujeres",295
"14145","35-39","08120 Matadepera","Mujeres",319
"14146","40-44","08120 Matadepera","Mujeres",344
"14147","45-49","08120 Matadepera","Mujeres",280
"14148","50-54","08120 Matadepera","Mujeres",230
"14149","55-59","08120 Matadepera","Mujeres",201
"14150","60-64","08120 Matadepera","Mujeres",110
"14151","65-69","08120 Matadepera","Mujeres",162
"14152","70-74","08120 Matadepera","Mujeres",96
"14153","75-79","08120 Matadepera","Mujeres",72
"14154","80-84","08120 Matadepera","Mujeres",70
"14155","85 y más","08120 Matadepera","Mujeres",94
"14156","Total","08121 Mataró","Mujeres",55107
"14157","0-4","08121 Mataró","Mujeres",2693
"14158","05-09","08121 Mataró","Mujeres",2388
"14159","10-14","08121 Mataró","Mujeres",2665
"14160","15-19","08121 Mataró","Mujeres",3261
"14161","20-24","08121 Mataró","Mujeres",4298
"14162","25-29","08121 Mataró","Mujeres",4932
"14163","30-34","08121 Mataró","Mujeres",4510
"14164","35-39","08121 Mataró","Mujeres",4360
"14165","40-44","08121 Mataró","Mujeres",4026
"14166","45-49","08121 Mataró","Mujeres",3603
"14167","50-54","08121 Mataró","Mujeres",3369
"14168","55-59","08121 Mataró","Mujeres",2922
"14169","60-64","08121 Mataró","Mujeres",2369
"14170","65-69","08121 Mataró","Mujeres",2640
"14171","70-74","08121 Mataró","Mujeres",2405
"14172","75-79","08121 Mataró","Mujeres",2063
"14173","80-84","08121 Mataró","Mujeres",1345
"14174","85 y más","08121 Mataró","Mujeres",1258
"14175","Total","08122 Mediona","Mujeres",723
"14176","0-4","08122 Mediona","Mujeres",28
"14177","05-09","08122 Mediona","Mujeres",28
"14178","10-14","08122 Mediona","Mujeres",30
"14179","15-19","08122 Mediona","Mujeres",33
"14180","20-24","08122 Mediona","Mujeres",48
"14181","25-29","08122 Mediona","Mujeres",60
"14182","30-34","08122 Mediona","Mujeres",54
"14183","35-39","08122 Mediona","Mujeres",43
"14184","40-44","08122 Mediona","Mujeres",57
"14185","45-49","08122 Mediona","Mujeres",42
"14186","50-54","08122 Mediona","Mujeres",53
"14187","55-59","08122 Mediona","Mujeres",47
"14188","60-64","08122 Mediona","Mujeres",32
"14189","65-69","08122 Mediona","Mujeres",46
"14190","70-74","08122 Mediona","Mujeres",45
"14191","75-79","08122 Mediona","Mujeres",35
"14192","80-84","08122 Mediona","Mujeres",22
"14193","85 y más","08122 Mediona","Mujeres",20
"14194","Total","08123 Molins de Rei","Mujeres",10774
"14195","0-4","08123 Molins de Rei","Mujeres",549
"14196","05-09","08123 Molins de Rei","Mujeres",488
"14197","10-14","08123 Molins de Rei","Mujeres",461
"14198","15-19","08123 Molins de Rei","Mujeres",565
"14199","20-24","08123 Molins de Rei","Mujeres",774
"14200","25-29","08123 Molins de Rei","Mujeres",993
"14201","30-34","08123 Molins de Rei","Mujeres",966
"14202","35-39","08123 Molins de Rei","Mujeres",917
"14203","40-44","08123 Molins de Rei","Mujeres",786
"14204","45-49","08123 Molins de Rei","Mujeres",690
"14205","50-54","08123 Molins de Rei","Mujeres",681
"14206","55-59","08123 Molins de Rei","Mujeres",586
"14207","60-64","08123 Molins de Rei","Mujeres",437
"14208","65-69","08123 Molins de Rei","Mujeres",510
"14209","70-74","08123 Molins de Rei","Mujeres",472
"14210","75-79","08123 Molins de Rei","Mujeres",379
"14211","80-84","08123 Molins de Rei","Mujeres",278
"14212","85 y más","08123 Molins de Rei","Mujeres",242
"14213","Total","08124 Mollet del Vallès","Mujeres",24173
"14214","0-4","08124 Mollet del Vallès","Mujeres",1495
"14215","05-09","08124 Mollet del Vallès","Mujeres",1136
"14216","10-14","08124 Mollet del Vallès","Mujeres",1152
"14217","15-19","08124 Mollet del Vallès","Mujeres",1355
"14218","20-24","08124 Mollet del Vallès","Mujeres",1941
"14219","25-29","08124 Mollet del Vallès","Mujeres",2616
"14220","30-34","08124 Mollet del Vallès","Mujeres",2724
"14221","35-39","08124 Mollet del Vallès","Mujeres",1985
"14222","40-44","08124 Mollet del Vallès","Mujeres",1722
"14223","45-49","08124 Mollet del Vallès","Mujeres",1524
"14224","50-54","08124 Mollet del Vallès","Mujeres",1397
"14225","55-59","08124 Mollet del Vallès","Mujeres",1206
"14226","60-64","08124 Mollet del Vallès","Mujeres",873
"14227","65-69","08124 Mollet del Vallès","Mujeres",891
"14228","70-74","08124 Mollet del Vallès","Mujeres",763
"14229","75-79","08124 Mollet del Vallès","Mujeres",592
"14230","80-84","08124 Mollet del Vallès","Mujeres",413
"14231","85 y más","08124 Mollet del Vallès","Mujeres",388
"14232","Total","08125 Montcada i Reixac","Mujeres",14994
"14233","0-4","08125 Montcada i Reixac","Mujeres",733
"14234","05-09","08125 Montcada i Reixac","Mujeres",693
"14235","10-14","08125 Montcada i Reixac","Mujeres",722
"14236","15-19","08125 Montcada i Reixac","Mujeres",890
"14237","20-24","08125 Montcada i Reixac","Mujeres",1096
"14238","25-29","08125 Montcada i Reixac","Mujeres",1536
"14239","30-34","08125 Montcada i Reixac","Mujeres",1319
"14240","35-39","08125 Montcada i Reixac","Mujeres",1201
"14241","40-44","08125 Montcada i Reixac","Mujeres",1141
"14242","45-49","08125 Montcada i Reixac","Mujeres",957
"14243","50-54","08125 Montcada i Reixac","Mujeres",821
"14244","55-59","08125 Montcada i Reixac","Mujeres",769
"14245","60-64","08125 Montcada i Reixac","Mujeres",629
"14246","65-69","08125 Montcada i Reixac","Mujeres",740
"14247","70-74","08125 Montcada i Reixac","Mujeres",669
"14248","75-79","08125 Montcada i Reixac","Mujeres",534
"14249","80-84","08125 Montcada i Reixac","Mujeres",304
"14250","85 y más","08125 Montcada i Reixac","Mujeres",240
"14251","Total","08126 Montgat","Mujeres",4370
"14252","0-4","08126 Montgat","Mujeres",207
"14253","05-09","08126 Montgat","Mujeres",192
"14254","10-14","08126 Montgat","Mujeres",173
"14255","15-19","08126 Montgat","Mujeres",242
"14256","20-24","08126 Montgat","Mujeres",295
"14257","25-29","08126 Montgat","Mujeres",405
"14258","30-34","08126 Montgat","Mujeres",448
"14259","35-39","08126 Montgat","Mujeres",356
"14260","40-44","08126 Montgat","Mujeres",355
"14261","45-49","08126 Montgat","Mujeres",301
"14262","50-54","08126 Montgat","Mujeres",293
"14263","55-59","08126 Montgat","Mujeres",244
"14264","60-64","08126 Montgat","Mujeres",149
"14265","65-69","08126 Montgat","Mujeres",196
"14266","70-74","08126 Montgat","Mujeres",163
"14267","75-79","08126 Montgat","Mujeres",155
"14268","80-84","08126 Montgat","Mujeres",102
"14269","85 y más","08126 Montgat","Mujeres",94
"14270","Total","08127 Monistrol de Montserrat","Mujeres",1255
"14271","0-4","08127 Monistrol de Montserrat","Mujeres",44
"14272","05-09","08127 Monistrol de Montserrat","Mujeres",46
"14273","10-14","08127 Monistrol de Montserrat","Mujeres",40
"14274","15-19","08127 Monistrol de Montserrat","Mujeres",70
"14275","20-24","08127 Monistrol de Montserrat","Mujeres",86
"14276","25-29","08127 Monistrol de Montserrat","Mujeres",104
"14277","30-34","08127 Monistrol de Montserrat","Mujeres",93
"14278","35-39","08127 Monistrol de Montserrat","Mujeres",86
"14279","40-44","08127 Monistrol de Montserrat","Mujeres",85
"14280","45-49","08127 Monistrol de Montserrat","Mujeres",81
"14281","50-54","08127 Monistrol de Montserrat","Mujeres",76
"14282","55-59","08127 Monistrol de Montserrat","Mujeres",83
"14283","60-64","08127 Monistrol de Montserrat","Mujeres",60
"14284","65-69","08127 Monistrol de Montserrat","Mujeres",72
"14285","70-74","08127 Monistrol de Montserrat","Mujeres",73
"14286","75-79","08127 Monistrol de Montserrat","Mujeres",73
"14287","80-84","08127 Monistrol de Montserrat","Mujeres",48
"14288","85 y más","08127 Monistrol de Montserrat","Mujeres",35
"14289","Total","08128 Monistrol de Calders","Mujeres",313
"14290","0-4","08128 Monistrol de Calders","Mujeres",16
"14291","05-09","08128 Monistrol de Calders","Mujeres",14
"14292","10-14","08128 Monistrol de Calders","Mujeres",13
"14293","15-19","08128 Monistrol de Calders","Mujeres",21
"14294","20-24","08128 Monistrol de Calders","Mujeres",16
"14295","25-29","08128 Monistrol de Calders","Mujeres",26
"14296","30-34","08128 Monistrol de Calders","Mujeres",19
"14297","35-39","08128 Monistrol de Calders","Mujeres",22
"14298","40-44","08128 Monistrol de Calders","Mujeres",20
"14299","45-49","08128 Monistrol de Calders","Mujeres",27
"14300","50-54","08128 Monistrol de Calders","Mujeres",15
"14301","55-59","08128 Monistrol de Calders","Mujeres",18
"14302","60-64","08128 Monistrol de Calders","Mujeres",16
"14303","65-69","08128 Monistrol de Calders","Mujeres",18
"14304","70-74","08128 Monistrol de Calders","Mujeres",14
"14305","75-79","08128 Monistrol de Calders","Mujeres",15
"14306","80-84","08128 Monistrol de Calders","Mujeres",14
"14307","85 y más","08128 Monistrol de Calders","Mujeres",9
"14308","Total","08129 Muntanyola","Mujeres",159
"14309","0-4","08129 Muntanyola","Mujeres",11
"14310","05-09","08129 Muntanyola","Mujeres",8
"14311","10-14","08129 Muntanyola","Mujeres",14
"14312","15-19","08129 Muntanyola","Mujeres",7
"14313","20-24","08129 Muntanyola","Mujeres",9
"14314","25-29","08129 Muntanyola","Mujeres",10
"14315","30-34","08129 Muntanyola","Mujeres",19
"14316","35-39","08129 Muntanyola","Mujeres",13
"14317","40-44","08129 Muntanyola","Mujeres",16
"14318","45-49","08129 Muntanyola","Mujeres",11
"14319","50-54","08129 Muntanyola","Mujeres",11
"14320","55-59","08129 Muntanyola","Mujeres",7
"14321","60-64","08129 Muntanyola","Mujeres",7
"14322","65-69","08129 Muntanyola","Mujeres",7
"14323","70-74","08129 Muntanyola","Mujeres",4
"14324","75-79","08129 Muntanyola","Mujeres",3
"14325","80-84","08129 Muntanyola","Mujeres",1
"14326","85 y más","08129 Muntanyola","Mujeres",1
"14327","Total","08130 Montclar","Mujeres",58
"14328","0-4","08130 Montclar","Mujeres",2
"14329","05-09","08130 Montclar","Mujeres",4
"14330","10-14","08130 Montclar","Mujeres",1
"14331","15-19","08130 Montclar","Mujeres",5
"14332","20-24","08130 Montclar","Mujeres",2
"14333","25-29","08130 Montclar","Mujeres",4
"14334","30-34","08130 Montclar","Mujeres",7
"14335","35-39","08130 Montclar","Mujeres",3
"14336","40-44","08130 Montclar","Mujeres",5
"14337","45-49","08130 Montclar","Mujeres",2
"14338","50-54","08130 Montclar","Mujeres",4
"14339","55-59","08130 Montclar","Mujeres",1
"14340","60-64","08130 Montclar","Mujeres",5
"14341","65-69","08130 Montclar","Mujeres",3
"14342","70-74","08130 Montclar","Mujeres",5
"14343","75-79","08130 Montclar","Mujeres",3
"14344","80-84","08130 Montclar","Mujeres",2
"14345","85 y más","08130 Montclar","Mujeres",0
"14346","Total","08131 Montesquiu","Mujeres",421
"14347","0-4","08131 Montesquiu","Mujeres",12
"14348","05-09","08131 Montesquiu","Mujeres",14
"14349","10-14","08131 Montesquiu","Mujeres",16
"14350","15-19","08131 Montesquiu","Mujeres",22
"14351","20-24","08131 Montesquiu","Mujeres",30
"14352","25-29","08131 Montesquiu","Mujeres",26
"14353","30-34","08131 Montesquiu","Mujeres",26
"14354","35-39","08131 Montesquiu","Mujeres",28
"14355","40-44","08131 Montesquiu","Mujeres",28
"14356","45-49","08131 Montesquiu","Mujeres",32
"14357","50-54","08131 Montesquiu","Mujeres",21
"14358","55-59","08131 Montesquiu","Mujeres",19
"14359","60-64","08131 Montesquiu","Mujeres",15
"14360","65-69","08131 Montesquiu","Mujeres",36
"14361","70-74","08131 Montesquiu","Mujeres",28
"14362","75-79","08131 Montesquiu","Mujeres",33
"14363","80-84","08131 Montesquiu","Mujeres",19
"14364","85 y más","08131 Montesquiu","Mujeres",16
"14365","Total","08132 Montmajor","Mujeres",220
"14366","0-4","08132 Montmajor","Mujeres",3
"14367","05-09","08132 Montmajor","Mujeres",5
"14368","10-14","08132 Montmajor","Mujeres",10
"14369","15-19","08132 Montmajor","Mujeres",20
"14370","20-24","08132 Montmajor","Mujeres",17
"14371","25-29","08132 Montmajor","Mujeres",11
"14372","30-34","08132 Montmajor","Mujeres",15
"14373","35-39","08132 Montmajor","Mujeres",10
"14374","40-44","08132 Montmajor","Mujeres",16
"14375","45-49","08132 Montmajor","Mujeres",19
"14376","50-54","08132 Montmajor","Mujeres",15
"14377","55-59","08132 Montmajor","Mujeres",17
"14378","60-64","08132 Montmajor","Mujeres",5
"14379","65-69","08132 Montmajor","Mujeres",16
"14380","70-74","08132 Montmajor","Mujeres",12
"14381","75-79","08132 Montmajor","Mujeres",13
"14382","80-84","08132 Montmajor","Mujeres",6
"14383","85 y más","08132 Montmajor","Mujeres",10
"14384","Total","08133 Montmaneu","Mujeres",88
"14385","0-4","08133 Montmaneu","Mujeres",4
"14386","05-09","08133 Montmaneu","Mujeres",2
"14387","10-14","08133 Montmaneu","Mujeres",2
"14388","15-19","08133 Montmaneu","Mujeres",3
"14389","20-24","08133 Montmaneu","Mujeres",6
"14390","25-29","08133 Montmaneu","Mujeres",3
"14391","30-34","08133 Montmaneu","Mujeres",7
"14392","35-39","08133 Montmaneu","Mujeres",6
"14393","40-44","08133 Montmaneu","Mujeres",5
"14394","45-49","08133 Montmaneu","Mujeres",4
"14395","50-54","08133 Montmaneu","Mujeres",6
"14396","55-59","08133 Montmaneu","Mujeres",6
"14397","60-64","08133 Montmaneu","Mujeres",5
"14398","65-69","08133 Montmaneu","Mujeres",3
"14399","70-74","08133 Montmaneu","Mujeres",6
"14400","75-79","08133 Montmaneu","Mujeres",6
"14401","80-84","08133 Montmaneu","Mujeres",8
"14402","85 y más","08133 Montmaneu","Mujeres",6
"14403","Total","08134 Figaró-Montmany","Mujeres",429
"14404","0-4","08134 Figaró-Montmany","Mujeres",22
"14405","05-09","08134 Figaró-Montmany","Mujeres",25
"14406","10-14","08134 Figaró-Montmany","Mujeres",17
"14407","15-19","08134 Figaró-Montmany","Mujeres",16
"14408","20-24","08134 Figaró-Montmany","Mujeres",29
"14409","25-29","08134 Figaró-Montmany","Mujeres",26
"14410","30-34","08134 Figaró-Montmany","Mujeres",44
"14411","35-39","08134 Figaró-Montmany","Mujeres",31
"14412","40-44","08134 Figaró-Montmany","Mujeres",31
"14413","45-49","08134 Figaró-Montmany","Mujeres",24
"14414","50-54","08134 Figaró-Montmany","Mujeres",24
"14415","55-59","08134 Figaró-Montmany","Mujeres",27
"14416","60-64","08134 Figaró-Montmany","Mujeres",19
"14417","65-69","08134 Figaró-Montmany","Mujeres",20
"14418","70-74","08134 Figaró-Montmany","Mujeres",22
"14419","75-79","08134 Figaró-Montmany","Mujeres",16
"14420","80-84","08134 Figaró-Montmany","Mujeres",20
"14421","85 y más","08134 Figaró-Montmany","Mujeres",16
"14422","Total","08135 Montmeló","Mujeres",4297
"14423","0-4","08135 Montmeló","Mujeres",199
"14424","05-09","08135 Montmeló","Mujeres",216
"14425","10-14","08135 Montmeló","Mujeres",211
"14426","15-19","08135 Montmeló","Mujeres",253
"14427","20-24","08135 Montmeló","Mujeres",353
"14428","25-29","08135 Montmeló","Mujeres",432
"14429","30-34","08135 Montmeló","Mujeres",398
"14430","35-39","08135 Montmeló","Mujeres",346
"14431","40-44","08135 Montmeló","Mujeres",291
"14432","45-49","08135 Montmeló","Mujeres",297
"14433","50-54","08135 Montmeló","Mujeres",287
"14434","55-59","08135 Montmeló","Mujeres",211
"14435","60-64","08135 Montmeló","Mujeres",165
"14436","65-69","08135 Montmeló","Mujeres",175
"14437","70-74","08135 Montmeló","Mujeres",158
"14438","75-79","08135 Montmeló","Mujeres",153
